1,31,34.291943,-85.555737,20.70,0.222259,2.185,1
1,32,34.291943,-85.555737,17.91,0.174697,1.979,1
1,33,34.291943,-85.555737,6.32,0.071129,0.647,1
1,34,34.291943,-85.555737,24.46,0.252355,2.586,1
1,35,34.291943,-85.555737,19.06,0.201276,2.024,1
1,36,34.291943,-85.555737,18.72,0.346412,2.261,1
1,38,34.291943,-85.555737,69.13,0.836060,7.425,2
1,39,34.291943,-85.555737,20.42,0.274652,2.677,1
1,40,34.291943,-85.555737,13.26,0.074897,0.934,1
1,41,34.291943,-85.555737,14.97,0.157845,1.053,1
1,42,34.291943,-85.555737,13.11,0.168593,1.242,1
1,43,34.291943,-85.555737,14.88,0.163358,2.138,1
2,31,35.728425,-87.460534,23.51,0.343613,2.994,1
2,32,35.728425,-87.460534,24.99,0.237112,2.881,1
2,33,35.728425,-87.460534,8.36,0.083303,0.917,1
2,34,35.728425,-87.460534,24.30,0.199760,2.402,1
2,35,35.728425,-87.460534,62.39,0.831639,10.714,2
2,36,35.728425,-87.460534,21.00,0.329484,2.245,2
2,37,35.728425,-87.460534,30.57,0.309029,3.351,1
2,38,35.728425,-87.460534,42.85,0.387247,3.195,1
2,39,35.728425,-87.460534,25.77,0.253694,3.800,1
2,40,35.728425,-87.460534,24.53,0.303583,2.455,2
2,41,35.728425,-87.460534,42.72,0.473820,4.295,1
2,42,35.728425,-87.460534,29.04,0.324319,3.197,1
2,43,35.728425,-87.460534,14.11,0.166113,1.495,1
3,31,33.860823,-82.673095,48.88,0.575522,4.803,1
3,32,33.860823,-82.673095,21.81,0.176938,2.604,1
3,33,33.860823,-82.673095,33.98,0.383861,3.208,1
3,34,33.860823,-82.673095,19.71,0.300896,2.680,1
3,35,33.860823,-82.673095,21.62,0.291132,3.718,1
3,36,33.860823,-82.673095,20.69,0.278395,2.530,1
3,38,33.860823,-82.673095,47.49,0.655436,6.197,2
3,39,33.860823,-82.673095,36.74,0.235745,2.915,1
3,40,33.860823,-82.673095,55.74,0.614466,5.838,1
3,41,33.860823,-82.673095,31.84,0.248009,3.352,1
3,42,33.860823,-82.673095,26.56,0.282426,2.784,1
3,43,33.860823,-82.673095,17.95,0.148965,1.387,1
4,31,34.978845,-89.917461,27.83,0.288191,4.412,1
4,32,34.978845,-89.917461,22.33,0.234420,2.211,1
4,33,34.978845,-89.917461,16.30,0.291818,1.926,1
4,34,34.978845,-89.917461,16.90,0.216301,3.033,1
4,35,34.978845,-89.917461,6.55,0.041624,0.363,1
4,36,34.978845,-89.917461,29.80,0.480684,3.620,2
4,37,34.978845,-89.917461,3.33,0.018436,0.296,1
4,38,34.978845,-89.917461,6.38,0.067280,0.515,1
4,39,34.978845,-89.917461,16.22,0.175745,2.749,1
4,40,34.978845,-89.917461,11.73,0.247119,1.326,1
4,41,34.978845,-89.917461,20.91,0.256230,2.436,1
4,42,34.978845,-89.917461,15.81,0.235512,2.326,1
4,43,34.978845,-89.917461,17.26,0.190365,2.797,1
5,31,32.290351,-90.945164,49.91,0.668500,6.599,2
5,32,32.290351,-90.945164,62.72,0.785318,7.083,2
5,33,32.290351,-90.945164,69.18,1.312229,9.238,2
5,34,32.290351,-90.945164,35.66,0.504966,5.369,2
5,35,32.290351,-90.945164,50.68,0.426493,7.246,2
5,36,32.290351,-90.945164,41.70,0.599005,5.228,2
5,37,32.290351,-90.945164,49.66,0.772649,7.462,2
5,38,32.290351,-90.945164,60.57,0.592040,9.966,2
5,39,32.290351,-90.945164,48.36,0.453681,5.207,2
5,40,32.290351,-90.945164,67.80,0.590862,6.529,2
5,41,32.290351,-90.945164,34.12,0.240931,3.122,2
5,42,32.290351,-90.945164,51.55,0.550572,6.624,2
5,43,32.290351,-90.945164,36.75,0.463590,4.282,2
5,44,32.290351,-90.945164,22.42,0.166265,2.051,1
6,31,32.580287,-88.840048,2.29,0.010949,0.218,1
6,32,32.580287,-88.840048,4.73,0.060469,0.310,1
6,33,32.580287,-88.840048,1.14,0.013581,0.284,1
6,35,32.580287,-88.840048,2.76,0.036797,0.314,1
6,36,32.580287,-88.840048,1.45,0.011470,0.228,1
6,38,32.580287,-88.840048,5.15,0.021909,0.229,1
6,40,32.580287,-88.840048,6.58,0.037647,0.440,1
6,43,32.580287,-88.840048,7.93,0.116986,0.723,1
6,44,32.580287,-88.840048,5.42,0.048573,0.392,1
7,33,33.289145,-86.639198,25.05,0.393635,3.207,1
7,37,33.289145,-86.639198,9.30,0.091953,0.860,1
7,38,33.289145,-86.639198,1.55,0.028283,0.130,1
7,39,33.289145,-86.639198,25.51,0.424067,2.800,1
7,41,33.289145,-86.639198,5.05,0.046019,0.362,1
7,42,33.289145,-86.639198,1.05,0.048000,0.114,1
7,43,33.289145,-86.639198,5.22,0.057196,0.377,1
8,31,32.041951,-84.901382,56.32,0.683428,5.275,2
8,32,32.041951,-84.901382,49.90,0.468536,4.496,2
8,33,32.041951,-84.901382,47.35,0.494176,4.353,3
8,34,32.041951,-84.901382,58.68,0.699040,6.337,2
8,35,32.041951,-84.901382,40.56,0.349376,2.785,2
8,36,32.041951,-84.901382,33.85,0.427018,4.209,2
8,37,32.041951,-84.901382,49.89,0.617186,5.743,2
8,38,32.041951,-84.901382,41.11,0.444672,5.564,2
8,39,32.041951,-84.901382,39.39,0.448889,4.676,2
8,40,32.041951,-84.901382,49.56,0.515791,5.238,2
8,41,32.041951,-84.901382,39.09,0.523085,5.094,2
8,42,32.041951,-84.901382,41.21,0.441905,5.477,2
8,43,32.041951,-84.901382,67.60,0.685079,5.843,2
9,31,32.126023,-84.491304,1.17,0.008173,0.061,1
9,32,32.126023,-84.491304,15.55,0.127626,1.525,1
9,33,32.126023,-84.491304,3.82,0.028245,0.293,1
9,34,32.126023,-84.491304,22.27,0.284254,2.346,2
9,35,32.126023,-84.491304,11.90,0.136277,1.073,2
9,36,32.126023,-84.491304,15.66,0.149674,1.285,2
9,37,32.126023,-84.491304,10.93,0.082267,0.874,2
9,38,32.126023,-84.491304,19.82,0.143531,1.184,2
9,39,32.126023,-84.491304,12.87,0.187170,1.296,2
9,40,32.126023,-84.491304,19.94,0.147791,1.647,2
9,41,32.126023,-84.491304,6.03,0.063725,0.611,2
9,42,32.126023,-84.491304,29.26,0.551510,3.360,1
